,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,JobLevel,HourlyRate,MonthlyRate,MonthlyIncome,JobRole,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,training,JobSatisfaction,PerformanceRating,NumCompaniesWorked,OverTime,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,TrainingTimesLastYear
4330,24,Travel_Rarely,506,Research & Development,29,1,91,3622,3907,Laboratory Technician,1,Medical,1,1725,2,Male,3,3,1,3,1,No,13,3,6,4,6,2,1,2,0,2
4331,46,Travel_Rarely,717,Research & Development,13,2,34,9697,5562,Healthcare Representative,4,Life Sciences,1,1727,3,Male,3,3,2,3,6,No,14,0,19,3,10,7,0,9,0,3
4332,35,Travel_Rarely,1370,Research & Development,27,2,49,5151,6883,Manufacturing Director,4,Life Sciences,1,1728,4,Male,3,3,3,3,2,No,16,1,17,3,7,7,0,7,0,3
4333,30,Travel_Rarely,793,Research & Development,16,1,33,3811,2862,Research Scientist,1,Life Sciences,1,1729,2,Male,3,3,4,3,1,No,12,1,10,2,10,0,0,8,0,2
4334,47,Non-Travel,543,Sales,2,2,87,3536,4978,Sales Executive,4,Marketing,1,1731,3,Male,3,3,2,3,7,No,11,1,4,1,1,0,0,0,0,3
4335,46,Travel_Rarely,1277,Sales,2,3,74,5596,10368,Sales Executive,3,Life Sciences,1,1732,3,Male,3,3,4,3,4,Yes,12,1,13,2,10,6,0,3,0,5
4336,36,Travel_Rarely,1456,Sales,13,2,96,8658,6134,Sales Executive,5,Marketing,1,1733,2,Male,2,3,1,3,5,Yes,13,3,16,3,2,2,2,2,1,3
4337,32,Travel_Rarely,964,Sales,1,2,34,12147,6735,Sales Executive,2,Life Sciences,1,1734,1,Male,1,3,2,3,6,No,15,0,10,3,0,0,0,0,1,2
4338,23,Travel_Rarely,160,Research & Development,4,1,51,12862,3295,Laboratory Technician,1,Medical,1,1735,3,Female,3,3,2,3,1,No,13,0,3,1,3,2,1,2,0,3
4339,31,Travel_Frequently,163,Research & Development,24,2,30,6670,5238,Manufacturing Director,1,Technical Degree,1,1736,4,Female,3,3,4,4,2,No,20,0,9,2,5,4,1,4,0,3
4340,39,Non-Travel,792,Research & Development,1,2,77,8989,6472,Laboratory Technician,3,Life Sciences,1,1737,4,Male,3,3,4,3,1,Yes,15,1,9,3,9,8,5,8,0,2
4341,32,Travel_Rarely,371,Sales,19,3,80,3840,9610,Sales Executive,3,Life Sciences,1,1739,4,Male,1,3,3,3,3,No,13,1,10,1,4,3,0,2,0,2
4342,40,Travel_Rarely,611,Sales,7,5,88,4349,19833,Manager,4,Medical,1,1740,2,Male,3,3,2,3,1,No,14,0,21,2,21,8,12,8,0,3
4343,45,Travel_Rarely,176,Human Resources,4,3,56,6595,9756,Human Resources,3,Life Sciences,1,1744,3,Female,1,3,3,4,4,No,21,2,9,4,5,0,0,3,0,2
4344,30,Travel_Frequently,1312,Research & Development,2,1,78,26427,4968,Research Scientist,4,Technical Degree,1,1745,4,Female,2,3,1,3,0,No,16,0,10,3,9,7,0,7,0,2
4345,24,Travel_Frequently,897,Human Resources,10,1,59,2097,2145,Human Resources,3,Medical,1,1746,1,Male,3,3,4,3,0,No,14,1,3,3,2,2,2,1,0,2
4346,30,Travel_Frequently,600,Human Resources,8,1,66,9732,2180,Human Resources,3,Human Resources,1,1747,3,Female,2,3,4,3,6,No,11,1,6,2,4,2,1,2,1,0
4347,31,Travel_Rarely,1003,Sales,5,2,51,20943,8346,Sales Executive,3,Technical Degree,1,1749,1,Male,3,3,3,3,1,No,19,1,6,3,5,2,0,2,0,3
4348,27,Travel_Rarely,1054,Research & Development,8,1,67,6152,3445,Research Scientist,3,Medical,1,1751,3,Female,3,3,4,3,1,No,11,0,6,2,6,2,1,4,0,5
4349,29,Travel_Rarely,428,Sales,9,1,52,14630,2760,Sales Representative,3,Marketing,1,1752,2,Female,1,3,2,3,1,No,13,0,2,3,2,2,2,2,1,3
4350,29,Travel_Frequently,461,Research & Development,1,2,70,23060,6294,Healthcare Representative,3,Life Sciences,1,1753,4,Male,4,3,3,3,8,Yes,12,0,10,4,3,2,0,2,0,5
4351,30,Travel_Rarely,979,Sales,15,3,94,3088,7140,Sales Executive,2,Marketing,1,1754,3,Male,2,3,1,3,2,No,11,1,12,3,7,7,1,7,0,2
4352,34,Travel_Rarely,181,Research & Development,2,1,97,5586,2932,Research Scientist,4,Medical,1,1755,4,Male,4,3,4,3,0,Yes,14,3,6,3,5,0,1,2,0,3
4353,33,Non-Travel,1283,Sales,2,2,62,10697,5147,Sales Executive,3,Marketing,1,1756,4,Female,3,3,2,3,8,No,15,0,13,2,11,7,1,7,0,2
4354,49,Travel_Rarely,1313,Sales,11,2,80,8191,4507,Sales Executive,4,Marketing,1,1757,4,Female,3,3,4,3,3,No,12,0,8,4,5,1,0,4,0,1
4355,33,Travel_Rarely,211,Sales,16,3,74,10092,8564,Sales Executive,3,Life Sciences,1,1758,1,Female,3,3,1,4,2,Yes,20,0,11,2,0,0,0,0,1,2
4356,38,Travel_Frequently,594,Research & Development,2,1,75,15963,2468,Laboratory Technician,2,Medical,1,1760,3,Female,2,3,2,3,4,No,14,1,9,2,6,1,0,5,0,4
4357,31,Travel_Rarely,1079,Sales,16,3,70,19002,8161,Sales Executive,4,Marketing,1,1761,1,Male,3,3,3,3,2,No,13,3,10,3,1,0,0,0,1,2
4358,29,Travel_Rarely,590,Research & Development,4,1,91,10007,2109,Research Scientist,3,Technical Degree,1,1762,4,Female,2,3,1,3,1,No,13,1,1,3,1,0,0,0,0,2
4359,30,Travel_Rarely,305,Research & Development,16,2,58,9128,5294,Healthcare Representative,3,Life Sciences,1,1763,3,Male,4,3,3,3,3,No,16,1,10,3,7,0,1,7,0,3
4360,32,Non-Travel,953,Research & Development,5,1,65,17674,2718,Research Scientist,4,Technical Degree,1,1764,2,Male,3,3,2,3,2,No,14,0,12,3,7,7,0,7,0,3
4361,38,Travel_Rarely,833,Research & Development,18,2,60,24539,5811,Healthcare Representative,3,Medical,1,1766,2,Male,1,3,4,3,3,Yes,16,1,15,3,1,0,1,0,0,2
4362,43,Travel_Frequently,807,Research & Development,17,1,38,15587,2437,Research Scientist,3,Technical Degree,1,1767,3,Male,2,3,3,3,9,Yes,16,1,6,3,1,0,0,0,1,4
4363,42,Travel_Rarely,855,Research & Development,12,1,57,8952,2766,Laboratory Technician,3,Medical,1,1768,2,Male,3,3,2,4,8,No,22,3,7,2,5,3,0,4,0,6
4364,55,Travel_Rarely,478,Research & Development,2,5,60,19805,19038,Research Director,3,Medical,1,1770,3,Male,2,3,1,3,8,No,12,3,34,3,1,0,0,0,0,2
4365,33,Non-Travel,775,Research & Development,4,2,90,6194,3055,Research Scientist,3,Technical Degree,1,1771,4,Male,3,3,2,3,5,No,15,2,11,2,9,8,1,7,0,2
4366,41,Travel_Rarely,548,Research & Development,9,1,94,20520,2289,Laboratory Technician,4,Life Sciences,1,1772,3,Male,3,3,1,4,1,No,20,2,5,3,5,3,0,4,0,2
4367,34,Non-Travel,1375,Sales,10,2,87,12313,4001,Sales Executive,3,Life Sciences,1,1774,4,Male,3,3,3,3,1,Yes,14,1,15,3,15,14,0,7,0,3
4368,53,Non-Travel,661,Research & Development,1,4,60,22308,12965,Manufacturing Director,4,Medical,1,1775,1,Female,2,3,3,4,4,Yes,20,3,27,2,3,2,0,2,0,2
4369,43,Travel_Rarely,244,Human Resources,2,1,97,5033,3539,Human Resources,3,Life Sciences,1,1778,2,Male,3,3,4,3,0,No,13,0,10,3,9,7,1,8,0,5
4370,34,Travel_Rarely,511,Sales,3,2,32,25353,6029,Sales Executive,2,Life Sciences,1,1779,4,Female,1,3,4,3,5,No,12,0,6,3,2,2,2,2,0,3
4371,21,Travel_Rarely,337,Sales,7,1,31,4567,2679,Sales Representative,1,Marketing,1,1780,2,Male,3,3,2,3,1,No,13,0,1,3,1,0,1,0,1,3
4372,38,Travel_Rarely,1153,Research & Development,6,1,40,16376,3702,Laboratory Technician,2,Other,1,1782,4,Female,2,3,3,3,1,No,11,1,5,3,5,4,0,4,0,3
4373,22,Travel_Rarely,1294,Research & Development,8,1,79,15999,2398,Laboratory Technician,1,Medical,1,1783,3,Female,3,3,1,3,1,Yes,17,0,1,3,1,0,0,0,1,6
4374,31,Travel_Rarely,196,Sales,29,2,91,13402,5468,Sales Executive,4,Marketing,1,1784,1,Female,2,3,4,3,1,No,14,2,13,3,12,7,5,7,0,3
4375,51,Travel_Rarely,942,Research & Development,3,3,53,22984,13116,Manager,3,Technical Degree,1,1786,1,Female,3,3,3,3,2,No,11,0,15,3,2,2,2,2,0,2
4376,37,Travel_Rarely,589,Sales,9,2,46,8800,4189,Sales Executive,2,Marketing,1,1787,2,Male,2,3,2,3,1,No,14,2,5,3,5,2,0,3,0,2
4377,46,Travel_Rarely,734,Research & Development,2,5,46,14218,19328,Research Director,4,Medical,1,1789,3,Male,3,3,4,3,7,Yes,17,1,24,3,2,1,2,2,0,3
4378,36,Travel_Rarely,1383,Research & Development,10,3,90,25949,8321,Healthcare Representative,3,Life Sciences,1,1790,4,Male,3,3,1,3,7,Yes,13,1,15,3,12,8,5,7,0,1
4379,44,Travel_Frequently,429,Research & Development,1,1,99,11092,2342,Research Scientist,2,Medical,1,1792,3,Male,3,3,2,3,1,Yes,12,3,6,2,5,3,2,3,1,2
4380,37,Travel_Rarely,1239,Human Resources,8,2,89,12832,4071,Human Resources,2,Other,1,1794,3,Male,3,3,2,3,2,No,13,0,19,2,10,0,4,7,0,4
4381,35,Travel_Rarely,303,Sales,27,2,84,13492,5813,Sales Executive,3,Life Sciences,1,1797,3,Male,3,3,4,3,1,Yes,18,0,10,3,10,7,7,7,1,2
4382,33,Travel_Rarely,867,Research & Development,8,1,90,6076,3143,Research Scientist,4,Life Sciences,1,1798,4,Male,4,3,1,3,6,No,19,1,14,3,10,8,7,6,0,1
4383,28,Travel_Rarely,1181,Research & Development,1,1,82,5531,2044,Research Scientist,3,Life Sciences,1,1799,3,Male,3,3,4,3,1,No,11,1,5,4,5,3,0,3,0,6
4384,39,Travel_Rarely,1253,Research & Development,10,3,65,7914,13464,Research Director,1,Medical,1,1800,3,Male,3,3,3,4,7,No,21,0,9,3,4,3,2,2,0,3
4385,46,Non-Travel,849,Sales,26,2,98,25166,7991,Sales Executive,2,Life Sciences,1,1801,2,Male,2,3,2,3,8,No,15,0,6,3,2,2,2,2,0,3
4386,40,Travel_Rarely,616,Research & Development,2,1,99,25605,3377,Laboratory Technician,2,Life Sciences,1,1802,3,Female,3,3,1,3,4,No,17,1,7,2,4,3,0,2,0,5
4387,42,Travel_Rarely,1128,Research & Development,13,2,95,5696,5538,Healthcare Representative,3,Medical,1,1803,2,Male,4,3,1,3,5,No,18,2,10,2,0,0,0,0,0,2
4388,35,Non-Travel,1180,Research & Development,2,2,90,24442,5762,Manufacturing Director,2,Medical,1,1804,2,Male,3,3,4,3,2,No,14,1,15,3,7,7,1,7,0,6
4389,38,Non-Travel,1336,Human Resources,2,1,100,7129,2592,Human Resources,3,Human Resources,1,1805,1,Male,3,3,2,3,5,No,13,3,13,3,11,10,3,8,0,3
4390,34,Travel_Frequently,234,Research & Development,9,2,93,6208,5346,Laboratory Technician,4,Life Sciences,1,1807,4,Male,3,3,1,3,4,No,17,1,11,2,7,1,0,7,1,3
4391,37,Travel_Rarely,370,Research & Development,10,2,58,4992,4213,Manufacturing Director,4,Medical,1,1809,4,Male,3,3,1,3,1,No,15,0,10,1,10,3,0,8,1,4
4392,39,Travel_Frequently,766,Sales,20,2,83,19188,4127,Sales Executive,3,Life Sciences,1,1812,3,Male,3,3,4,3,2,No,18,1,7,3,2,1,2,2,0,6
4393,43,Non-Travel,343,Research & Development,9,1,52,24978,2438,Research Scientist,3,Life Sciences,1,1813,1,Male,3,3,3,3,4,No,13,0,7,2,3,2,1,2,0,2
4394,41,Travel_Rarely,447,Research & Development,5,2,85,15530,6870,Healthcare Representative,3,Life Sciences,1,1814,2,Male,4,3,2,3,3,No,12,0,11,1,3,2,1,2,0,3
4395,41,Travel_Rarely,796,Sales,4,3,81,26458,10447,Sales Executive,1,Marketing,1,1815,3,Female,3,3,3,3,0,Yes,13,1,23,4,22,14,13,5,0,3
4396,30,Travel_Rarely,1092,Research & Development,10,3,64,2739,9667,Manufacturing Director,3,Medical,1,1816,1,Female,3,3,3,3,9,No,14,0,9,3,7,7,0,2,0,3
4397,26,Travel_Rarely,920,Human Resources,20,1,69,6889,2148,Human Resources,2,Medical,1,1818,4,Female,3,3,2,3,0,Yes,11,0,6,3,5,1,1,4,1,3
4398,46,Travel_Rarely,261,Research & Development,21,2,66,10842,8926,Healthcare Representative,2,Medical,1,1821,4,Female,3,3,2,4,4,No,22,1,13,4,9,7,3,7,1,2
4399,40,Travel_Rarely,1194,Research & Development,1,2,52,9060,6513,Healthcare Representative,3,Life Sciences,1,1822,3,Female,3,3,4,3,4,No,17,1,12,3,5,3,0,3,0,3
4400,34,Travel_Rarely,810,Sales,8,2,92,22128,6799,Sales Executive,2,Technical Degree,1,1823,2,Male,4,3,3,4,1,No,21,2,10,3,10,8,4,8,0,5
4401,58,Non-Travel,350,Sales,2,4,52,22577,16291,Manager,3,Medical,1,1824,2,Male,3,3,2,4,4,No,22,1,37,2,16,9,14,14,0,0
4402,35,Travel_Rarely,185,Research & Development,23,1,91,9696,2705,Laboratory Technician,4,Medical,1,1826,2,Male,1,3,3,3,0,No,16,1,6,4,5,4,0,3,0,2
4403,47,Travel_Rarely,1001,Research & Development,4,3,92,19271,10333,Manufacturing Director,3,Life Sciences,1,1827,3,Female,2,3,2,3,8,Yes,12,1,28,3,22,11,14,10,0,4
4404,40,Travel_Rarely,750,Research & Development,12,2,47,10748,4448,Healthcare Representative,3,Life Sciences,1,1829,2,Female,3,3,1,3,2,No,12,1,15,3,7,4,7,7,0,3
4405,54,Travel_Rarely,431,Research & Development,7,2,68,15696,6854,Research Scientist,4,Medical,1,1830,4,Female,3,3,4,3,4,No,15,1,14,2,7,1,1,7,0,2
4406,31,Travel_Frequently,1125,Sales,7,3,68,8277,9637,Sales Executive,4,Marketing,1,1833,1,Female,3,3,1,3,2,No,14,2,9,3,3,2,2,2,0,3
4407,28,Travel_Rarely,1217,Research & Development,1,1,67,12719,3591,Research Scientist,3,Medical,1,1834,3,Female,3,3,1,4,1,No,25,1,3,3,3,2,1,2,0,3
4408,38,Travel_Rarely,723,Sales,2,2,77,4244,5405,Sales Representative,4,Marketing,1,1835,2,Female,1,3,4,4,2,Yes,20,2,20,2,4,2,0,3,0,4
4409,26,Travel_Rarely,572,Sales,10,2,46,9125,4684,Sales Executive,3,Medical,1,1836,3,Male,3,3,4,3,1,No,13,0,5,3,5,3,1,2,0,4
4410,58,Travel_Frequently,1216,Research & Development,15,4,87,21624,15787,Research Director,4,Life Sciences,1,1837,1,Male,3,3,3,3,2,Yes,14,0,23,3,2,2,2,2,0,3
4411,18,Non-Travel,1431,Research & Development,14,1,33,8018,1514,Research Scientist,3,Medical,1,1839,2,Female,3,3,3,3,1,No,16,0,0,1,0,0,0,0,0,4
4412,31,Travel_Rarely,359,Human Resources,18,1,89,21495,2956,Human Resources,5,Human Resources,1,1842,4,Male,4,3,1,3,0,No,17,0,2,3,1,0,0,0,1,4
4413,29,Travel_Rarely,350,Human Resources,13,1,56,3157,2335,Human Resources,3,Human Resources,1,1844,1,Male,2,3,1,3,4,Yes,15,3,4,3,2,2,2,0,1,3
4414,45,Non-Travel,589,Sales,2,2,67,19665,5154,Sales Executive,4,Life Sciences,1,1845,3,Female,3,3,3,4,4,No,22,2,10,4,8,7,5,7,0,3
4415,36,Travel_Rarely,430,Research & Development,2,2,73,19573,6962,Research Scientist,4,Other,1,1847,4,Female,3,3,2,4,4,Yes,22,1,15,3,1,0,0,0,0,2
4416,43,Travel_Frequently,1422,Sales,2,2,92,19246,5675,Sales Executive,4,Life Sciences,1,1849,1,Male,3,3,4,4,1,No,20,1,7,3,7,7,7,7,0,5
4417,27,Travel_Frequently,1297,Research & Development,5,1,53,19826,2379,Laboratory Technician,2,Life Sciences,1,1850,4,Female,3,3,4,3,0,Yes,14,0,6,2,5,4,0,2,0,3
4418,29,Travel_Frequently,574,Research & Development,20,1,40,7003,3812,Laboratory Technician,1,Medical,1,1852,4,Male,3,3,4,3,1,No,13,0,11,4,11,8,3,10,0,3
4419,32,Travel_Frequently,1318,Sales,10,2,79,26075,4648,Sales Executive,4,Marketing,1,1853,4,Male,3,3,4,3,8,No,13,0,4,4,0,0,0,0,0,2
4420,42,Non-Travel,355,Research & Development,10,1,38,6161,2936,Research Scientist,4,Technical Degree,1,1854,3,Male,3,3,3,4,3,No,22,2,10,2,6,3,3,3,0,1
4421,47,Travel_Rarely,207,Research & Development,9,1,64,5411,2105,Laboratory Technician,4,Life Sciences,1,1856,2,Female,3,3,3,3,4,No,12,0,7,3,2,2,2,0,0,2
4422,46,Travel_Rarely,706,Research & Development,2,3,82,19989,8578,Manufacturing Director,2,Life Sciences,1,1857,4,Male,3,3,4,3,3,No,14,1,12,2,9,8,4,7,0,4
4423,28,Non-Travel,280,Human Resources,1,1,43,10494,2706,Human Resources,2,Life Sciences,1,1858,3,Male,3,3,4,3,1,No,15,1,3,3,3,2,2,2,0,2
4424,29,Travel_Rarely,726,Research & Development,29,2,93,21143,6384,Healthcare Representative,1,Life Sciences,1,1859,4,Male,1,3,3,3,8,No,17,2,11,3,7,0,1,6,0,3
4425,42,Travel_Rarely,1142,Research & Development,8,1,81,13624,3968,Laboratory Technician,3,Life Sciences,1,1860,4,Male,3,3,3,3,4,No,13,0,8,3,0,0,0,0,0,3
4426,32,Travel_Rarely,414,Sales,2,2,82,26186,9907,Sales Executive,4,Marketing,1,1862,3,Male,2,3,2,3,7,Yes,12,0,7,2,2,2,2,2,1,3
4427,46,Travel_Rarely,1319,Sales,3,4,45,7739,13225,Sales Executive,3,Technical Degree,1,1863,1,Female,4,3,1,3,2,No,12,1,25,3,19,17,2,8,0,5
4428,27,Travel_Rarely,728,Sales,23,2,36,7018,3540,Sales Representative,1,Medical,1,1864,2,Female,2,3,3,4,1,No,21,1,9,3,9,8,5,8,0,5
4429,29,Travel_Rarely,352,Human Resources,6,1,87,15434,2804,Human Resources,1,Medical,1,1865,4,Male,2,3,2,3,1,No,11,0,1,3,1,0,0,0,0,3
4430,43,Travel_Rarely,823,Research & Development,6,5,81,22539,19392,Manager,3,Medical,1,1866,1,Female,2,3,3,3,7,No,13,0,21,3,16,12,6,14,0,2
4431,48,Travel_Rarely,1224,Research & Development,10,5,91,13583,19665,Research Director,3,Life Sciences,1,1867,4,Male,2,3,2,3,4,No,12,0,29,3,22,10,12,9,0,3
4432,29,Travel_Frequently,459,Research & Development,24,1,73,14753,2439,Research Scientist,2,Life Sciences,1,1868,4,Male,2,3,4,4,1,Yes,24,0,1,2,1,0,1,0,1,3
4433,46,Travel_Rarely,1254,Sales,10,3,64,14011,7314,Sales Executive,3,Life Sciences,1,1869,3,Female,3,3,2,4,5,No,21,3,14,3,8,7,0,7,1,2
4434,27,Travel_Frequently,1131,Research & Development,15,1,77,23844,4774,Research Scientist,3,Life Sciences,1,1870,4,Female,2,3,1,3,0,No,19,1,8,2,7,6,7,3,0,2
4435,39,Travel_Rarely,835,Research & Development,19,2,41,5141,3902,Research Scientist,4,Other,1,1871,4,Male,3,3,4,3,8,No,14,3,7,3,2,2,2,2,0,2
4436,55,Travel_Rarely,836,Research & Development,2,1,98,7975,2662,Research Scientist,4,Technical Degree,1,1873,2,Male,2,3,4,4,8,No,20,1,19,4,5,2,0,4,0,2
4437,28,Travel_Rarely,1172,Sales,3,1,78,3692,2856,Sales Representative,3,Medical,1,1875,2,Female,3,3,2,3,1,No,19,1,1,3,1,0,0,0,0,3
4438,30,Travel_Rarely,945,Sales,9,1,89,16019,1081,Sales Representative,3,Medical,1,1876,2,Male,3,3,4,3,1,No,13,0,1,2,1,0,0,0,1,3
4439,22,Travel_Rarely,391,Research & Development,7,1,75,26092,2472,Research Scientist,1,Life Sciences,1,1878,4,Male,3,3,2,4,1,Yes,23,0,1,3,1,0,0,0,1,2
4440,36,Travel_Rarely,1266,Sales,10,2,63,6060,5673,Sales Executive,4,Technical Degree,1,1880,2,Female,2,3,3,3,1,Yes,13,1,10,3,10,9,1,7,0,4
4441,31,Travel_Rarely,311,Research & Development,20,2,89,18624,4197,Laboratory Technician,3,Life Sciences,1,1881,2,Male,3,3,3,3,1,No,11,1,10,3,10,8,0,2,0,2
4442,34,Travel_Rarely,1480,Sales,4,3,64,24444,9713,Sales Executive,3,Life Sciences,1,1882,3,Male,3,3,4,3,2,Yes,13,3,9,3,5,3,1,0,0,3
4443,29,Travel_Rarely,592,Research & Development,7,1,59,19384,2062,Laboratory Technician,3,Life Sciences,1,1883,4,Male,3,3,1,3,3,No,14,0,11,3,3,2,1,2,0,2
4444,37,Travel_Rarely,783,Research & Development,7,2,78,13588,4284,Research Scientist,4,Medical,1,1885,4,Male,3,3,1,4,5,Yes,22,1,16,3,5,3,0,4,0,2
4445,35,Travel_Rarely,219,Research & Development,16,2,44,25388,4788,Manufacturing Director,2,Other,1,1886,4,Female,2,3,2,3,0,Yes,11,0,4,3,3,2,0,2,0,2
4446,45,Travel_Rarely,556,Research & Development,25,2,93,23888,5906,Manufacturing Director,2,Life Sciences,1,1888,2,Female,2,3,4,3,0,No,13,2,10,2,9,8,3,8,0,2
4447,36,Travel_Frequently,1213,Human Resources,2,2,94,4223,3886,Human Resources,1,Human Resources,1,1890,2,Male,2,3,4,4,1,No,21,0,10,2,10,1,0,8,0,2
4448,40,Travel_Rarely,1137,Research & Development,1,4,98,18991,16823,Manager,4,Life Sciences,1,1892,1,Male,3,3,1,3,2,No,11,1,22,3,19,7,11,16,0,3
4449,26,Travel_Rarely,482,Research & Development,1,1,90,14908,2933,Research Scientist,2,Life Sciences,1,1893,2,Female,2,3,3,3,1,Yes,13,1,1,2,1,0,1,0,0,3
4450,27,Travel_Rarely,511,Sales,2,2,89,26997,6500,Sales Executive,2,Medical,1,1898,1,Female,4,3,3,3,0,No,14,0,9,2,8,7,0,7,0,5
4451,48,Travel_Frequently,117,Research & Development,22,4,58,2437,17174,Manager,3,Medical,1,1900,4,Female,3,3,4,3,3,No,11,1,24,3,22,17,4,7,0,3
4452,44,Travel_Rarely,170,Research & Development,1,2,78,9364,5033,Healthcare Representative,4,Life Sciences,1,1903,2,Male,4,3,1,3,2,No,15,1,10,3,2,0,2,2,0,5
4453,34,Non-Travel,967,Research & Development,16,1,85,14460,2307,Research Scientist,4,Technical Degree,1,1905,4,Male,1,3,1,4,1,Yes,23,1,5,3,5,2,3,0,1,2
4454,56,Travel_Rarely,1162,Research & Development,24,1,97,10261,2587,Laboratory Technician,2,Life Sciences,1,1907,1,Male,3,3,4,3,1,No,16,0,5,3,4,2,1,0,1,3
4455,36,Travel_Rarely,335,Sales,17,2,33,16822,5507,Sales Executive,2,Marketing,1,1908,3,Male,2,3,2,3,2,No,16,2,12,1,4,2,1,3,0,1
4456,41,Travel_Rarely,337,Sales,8,2,54,26841,4393,Sales Executive,3,Marketing,1,1909,3,Female,3,3,2,4,5,No,21,1,14,3,5,4,1,4,0,3
4457,42,Travel_Rarely,1396,Research & Development,6,3,83,14842,13348,Research Director,3,Medical,1,1911,3,Male,3,3,1,3,9,No,13,1,18,4,13,7,5,7,0,3
4458,31,Travel_Rarely,1079,Sales,10,2,86,20115,6583,Sales Executive,2,Medical,1,1912,3,Female,3,3,4,3,2,Yes,11,1,8,3,5,2,1,4,0,2
4459,34,Travel_Rarely,735,Sales,3,2,75,16495,8103,Sales Executive,1,Medical,1,1915,4,Female,2,3,4,3,3,Yes,12,0,9,2,4,2,0,1,0,3
4460,31,Travel_Rarely,471,Research & Development,4,1,62,16031,3978,Laboratory Technician,3,Medical,1,1916,1,Female,4,3,3,3,8,No,12,1,4,2,2,2,2,2,0,0
4461,26,Travel_Frequently,1096,Research & Development,6,1,61,7102,2544,Laboratory Technician,3,Other,1,1918,3,Male,4,3,4,3,0,No,18,1,8,3,7,7,7,7,0,3
4462,45,Travel_Frequently,1297,Research & Development,1,2,44,14511,5399,Healthcare Representative,4,Medical,1,1922,2,Male,3,3,3,3,4,No,12,0,12,3,4,2,0,3,0,3
4463,33,Travel_Rarely,217,Sales,10,2,43,10410,5487,Sales Executive,4,Marketing,1,1924,2,Male,3,3,3,3,1,No,14,0,10,2,10,4,0,9,0,2
4464,28,Travel_Frequently,783,Sales,1,2,42,19255,6834,Sales Executive,2,Life Sciences,1,1927,3,Male,2,3,4,3,1,Yes,12,1,7,3,7,7,0,7,0,2
4465,29,Travel_Frequently,746,Sales,24,1,45,10642,1091,Sales Representative,3,Technical Degree,1,1928,3,Male,4,3,1,3,1,No,17,0,1,3,1,0,0,0,1,3
4466,39,Non-Travel,1251,Sales,21,2,32,3987,5736,Sales Executive,4,Life Sciences,1,1929,1,Female,1,3,3,3,6,No,19,1,10,3,3,2,1,2,0,1
4467,27,Travel_Rarely,1354,Research & Development,2,1,41,6073,2226,Research Scientist,4,Technical Degree,1,1931,2,Male,3,3,2,3,1,No,11,1,6,2,5,3,1,2,0,3
4468,34,Travel_Frequently,735,Research & Development,22,2,86,26496,5747,Research Scientist,4,Other,1,1932,3,Male,2,3,4,3,1,Yes,15,0,16,3,15,10,6,11,0,3
4469,28,Travel_Rarely,1475,Sales,13,2,84,23352,9854,Sales Executive,2,Marketing,1,1933,4,Female,3,3,3,3,3,Yes,11,0,6,3,2,0,2,2,1,0
4470,47,Non-Travel,1169,Research & Development,14,2,64,2125,5467,Research Scientist,4,Technical Degree,1,1934,3,Male,3,3,2,3,8,No,18,1,16,4,8,7,1,7,0,4
4471,56,Travel_Rarely,1443,Sales,11,2,89,20328,5380,Sales Executive,5,Marketing,1,1935,4,Female,2,3,1,3,4,No,16,1,6,3,0,0,0,0,0,3
4472,39,Travel_Rarely,867,Research & Development,9,2,87,12315,5151,Manufacturing Director,2,Medical,1,1936,1,Male,3,3,1,4,1,No,25,1,10,3,10,0,7,9,0,3
4473,38,Travel_Frequently,1394,Research & Development,8,2,58,18115,2133,Research Scientist,3,Medical,1,1937,4,Female,2,3,2,3,1,Yes,16,1,20,3,20,11,0,7,0,3
4474,58,Travel_Rarely,605,Sales,21,4,72,11761,17875,Manager,3,Life Sciences,1,1938,4,Female,3,3,4,3,4,Yes,13,1,29,2,1,0,0,0,0,2
4475,32,Travel_Frequently,238,Research & Development,5,1,47,15318,2432,Research Scientist,2,Life Sciences,1,1939,1,Female,4,3,3,3,3,Yes,14,0,8,3,4,1,0,3,1,2
4476,38,Travel_Rarely,1206,Research & Development,9,1,71,14293,4771,Research Scientist,2,Life Sciences,1,1940,2,Male,3,3,4,3,2,No,19,2,10,4,5,2,0,3,0,0
4477,49,Travel_Frequently,1064,Research & Development,2,5,42,13738,19161,Research Director,1,Life Sciences,1,1941,2,Male,3,3,4,3,3,No,15,0,28,3,5,4,4,3,0,3
4478,42,Travel_Rarely,419,Sales,12,2,77,2900,5087,Sales Executive,4,Marketing,1,1943,2,Male,3,3,4,3,3,Yes,12,2,14,3,0,0,0,0,0,4
4479,27,Travel_Frequently,1337,Human Resources,22,1,58,19555,2863,Human Resources,3,Human Resources,1,1944,1,Female,2,3,2,3,1,No,12,0,1,3,1,0,0,0,1,2
4480,35,Travel_Rarely,682,Sales,18,2,71,15975,5561,Sales Executive,4,Medical,1,1945,2,Male,3,3,1,3,0,No,16,1,6,1,5,3,0,4,0,2
